Created_Date,Twitter_ID,Text
2021-06-19 11:30:00,1406212667153391622,"No more stressing over hefty school/college fees! #ICICIBank internet banking can help you convert that fee into quick, easy and instant EMIs. Know more about ‘EMI @ Internet Banking’ in this video. #StaySafeBankSafe #BankFromHome
https://t.co/GUPivlrN66"
2021-06-19 09:00:53,1406175138618298370,"Actor Karan Tacker shares the lessons he learnt from his father Kuku as he grew up. Today, it's Karan's turn to teach his dad how to pay directly to contacts. This Father's Day, help your dad link any of his bank accounts to iMobile Pay. #HappyFathersDay https://t.co/4R5kba4fE7"
2021-06-19 08:44:14,1406170948907065344,Payments to contacts now happen at the click of a button with iMobile Pay. Niharika Konidela teaches her father Nagababu Konidela the new way to pay with iMobile Pay. #HappyFathersDay https://t.co/VSpCn43Urh
2021-06-19 08:20:41,1406165023752294406,"Shriya Pilgaonkar shares the lessons she learnt growing up, and teaches her father Sachin Pilgaonkar a new way to make payments. Watch till the end to know more. #HappyFathersDay #iMobilePay https://t.co/MUry1idE7p"
2021-06-19 05:30:00,1406122068224086020,"To make your banking journey smooth and seamless, #ICICIBank has got you covered with iPlay, where you can watch demos on how to use each of its services with ease. Know more: https://t.co/soPzCGT05O https://t.co/xYqGETWwz9"
2021-06-19 03:30:00,1406091870879559682,Download your provisional/final IT certificate for your home loan in just a few simple clicks using the #ICICIBank iMobile Pay app. Download now to get started: https://t.co/8oiFFXwFLy https://t.co/8c1a91GBIP
2021-06-18 16:30:00,1405925775157628930,"#iMobilePayByICICIBank is the one-stop solution for all your banking needs. From managing accounts, to paying bills, you can count on #PooreIndiaKaPaymentApp to ease your banking journey.
https://t.co/G2SyirRggU"
2021-06-18 14:30:00,1405895579058720773,"Confused on which mutual funds to invest in? With #ICICIBank #MoneyCoach you can define your goals, get unbiased mutual funds portfolio suggestions and reach your goals faster by tagging existing investments. Know more: https://t.co/ftwx1HyU7k https://t.co/VIapaeoNli"
2021-06-18 13:11:00,1405875696547745795,Get 20% discount - up to ₹100 on food order from @swiggy_in this #weekend. Simply pay using your #ICICIBank net banking to avail the offer. More here: https://t.co/0ffv0ZKDNy https://t.co/BRDgyVLOQq
2021-06-18 12:57:19,1405872251870728194,Get ₹100 cashback on grocery shopping on @bigbasket_com this #weekend. Simply shop using your #ICICIBank net banking to avail the offer. More here: https://t.co/90zYc8MOEB https://t.co/tLyDECDkZT
2021-06-18 12:30:01,1405865380778700801,"#ICICIBank launches ‘#ICICIStackForCorporates’ – a platform that offers a comprehensive set of 360-degree digital banking solutions to corporates and their entire ecosystem across 15 leading industries. Read more here.
https://t.co/JnqmTgIewD"
2021-06-18 11:30:00,1405850280529305609,"#ICICIBank collaborates with SWIFT to offer a facility that helps overseas partner banks to send instant remittances on behalf of their customers to the beneficiary in India through ‘SWIFT gpi Instant’. Read more here.
https://t.co/qT2E4Wic5i"
2021-06-18 07:59:46,1405797372387467264,"Fulfill all your business banking needs from the comfort of your home with #ICICIBank #InstaBIZ app. You can place a request online for single or multiple cheque books using the app. 

To get started, download the app here: https://t.co/ivrdUQZClw #BankComesHome https://t.co/AUbvV3sVUt"
2021-06-18 06:30:00,1405774781249695744,"#ICICIBank is here to make your weekend a happy one! Order a scrumptious meal from @zomato and avail up to 50% off on your transaction using ICICI Bank internet banking. 

Know more: https://t.co/Ed67dDQUBQ https://t.co/CMHQsLl21w"
2021-06-18 05:49:05,1405764482811326470,"Avail a flat 10% discount on Meddo Sure annual membership for individual and family on using your #ICICIBank debit/credit cards or internet banking. 

Learn more here: https://t.co/5pmhjfMnuk https://t.co/x8PVyZOmGY"
2021-06-17 16:30:00,1405563390194425859,"Here’s how you can practice #SafeBanking with #ICICIBank and pledge to always staying ahead in terms of keeping your banking details safe, secure and away from fraudulent elements. Know more here: https://t.co/SghQHRZVJ8 #iPledgeSafeBanking https://t.co/d7zdKmTFTr"
2021-06-17 14:30:00,1405533188949037060,Worried about your financial goals going off the track? With #ICICIBank #MoneyCoach you can now track them real time and action on automated rebalancing suggestions. Know more: https://t.co/ftwx1HQuYS https://t.co/aMolQsyZvP
2021-06-17 12:30:01,1405502992376287235,"ICICI Bank recently announced the launch of #ICICIStackForCorporates – a comprehensive set of 360-degree digital banking solutions for corporates and their entire ecosystem including channel partners like vendors and dealers. Learn more here.
https://t.co/zoEwo4it3N"
2021-06-17 12:00:02,1405495449428140036,"Place a request for a new cheque book from the safety and comfort of your home in a seamless manner through ICICI Bank iMobile Pay app, ATM, Internet Banking or InstaBIZ app. More here: https://t.co/slZhWfGhXo

#StaySafeBankSafe #BankFromHome https://t.co/GMdoSExwLt"
2021-06-17 11:13:16,1405483680307433475,"Now, use your ‘Pockets’ wallet balance while making UPI transactions like money transfer, payment at merchant sites, scan to pay, and more using Pockets by ICICI Bank. Download today: https://t.co/VavFKfvSLU
#UPIOnICICIPockets https://t.co/zyJDyQTQIo"
2021-06-17 10:42:01,1405475815421218816,@dprhp #ICICIBank is committed to assist authorities in their efforts to safeguard citizens against the pandemic. We stand hand in hand with the citizens in these challenging times.
2021-06-17 10:41:56,1405475796194455555,#ICICIBank is committed to assist authorities in their efforts to safeguard citizens against the pandemic. We stand hand in hand with the citizens in these challenging times. https://t.co/DXpzONL04w
2021-06-17 08:17:29,1405439443696164872,"Even in challenging times like these, the #BankComesHome to ensure you never run out of funds!

The #ICICIBank #InstaBIZ app enables users to get instant disbursement of collateral-free OD limit. 

To know more, visit: https://t.co/ivrdUQZClw https://t.co/9EPp6U5Onp"
2021-06-17 05:38:41,1405399477234454534,@LAHDC_LEH @tashi_gyalson @DIPR_Leh @DC_Leh_Official @ddnewsladakh @prasarbharti @PBLadakh Thank you @LAHDC_LEH for your kind words. #ICICIBank stands hand in hand with the citizens of the country and is committed to assist the authorities during this challenging time.
2021-06-17 05:38:35,1405399452798513155,Thank you @LAHDC_LEH for your kind words. #ICICIBank stands hand in hand with the citizens of the country and is committed to assist the authorities during this challenging time. https://t.co/ZRec7mNiv2
2021-06-16 13:56:25,1405162350328442881,"Here’s presenting the ‘Germany Blocked Account’ for students moving to Germany. You can apply seamlessly online, get a Current Account &amp; a Debit Card, before you leave for your studies in Germany.

#GermanyBlockedAccount #IndiatoGermany"
2021-06-16 12:00:02,1405133060102885379,"#ICICIStackForCorporates is the latest initiative by #ICICIBank that is specifically designed to serve corporates and their entire ecosystem with digital banking services that comprise many industry-first features. Read more here.
https://t.co/uD4To5Poeo"
2021-06-16 11:30:00,1405125504680620035,"With #ICICIStackForCorporates, the Bank aims to offer 360-degree customized digital banking solutions to the entire corporate ecosystem including promoters, group companies, employees, dealers, vendors, and all other stakeholders. Read more here.
https://t.co/rfwA5uph2z"
2021-06-16 11:00:01,1405117956753965056,"Say hello to #ICICIStackForCorporates, an all-new initiative by #ICICIBank to cater to the entire corporate ecosystem by offering them a comprehensive set of 360-degree digital banking solutions across 15 leading industries. Read more here.
https://t.co/7v076rmxKp"
2021-06-16 10:17:00,1405107130705670150,"#ICICIBank introduces #ICICIStackForCorporates – an initiative that provides customized digital banking solutions to corporates and their entire network of employees, dealers, vendors, and all other stakeholders. Read more here.
https://t.co/qpiHjjDyXu"
2021-06-16 07:12:01,1405060579274870784,ICICI Bank announces the launch of #ICICIStackForCorporates – a first-of-its-kind set of 360-degree digital banking solutions for corporates &amp; their entire ecosystem. More here: https://t.co/BRJKoY1om8 https://t.co/q6rkM8sinN
2021-06-16 06:55:39,1405056459092627458,https://t.co/6MoltR587s
2021-06-16 06:55:14,1405056356600610816,#JustIn: ICICI Bank today announced the launch of ‘#ICICIStackForCorporates’ - a first-of-its-kind initiative that offers a comprehensive set of 360-degree digital banking solutions for corporates and their entire ecosystem across 15 leading industries. https://t.co/TFnaxz2nnS
2021-06-15 16:30:00,1404838612722753538,"For working women of today who like to fund their own worth, #ICICIBankAwasa is the perfect savings account that offers curated deals on fashion, dining, travel and lifestyle services. Learn more here: https://t.co/YAdnd2zWKx https://t.co/MCPme0qRk0"
2021-06-15 15:30:00,1404823513924464641,"Empower yourself financially by availing #ICICIBank #MoneyCoach, a personal financial management platform that guides you on your financial health and assists you in achieving your financial goals. Available on iMobile Pay, know more about it here: https://t.co/ftwx1HQuYS https://t.co/IRJ8ghR0KH"
2021-06-15 14:40:00,1404810929011834891,#ICICIBankMerchantStack offers several digital banking services on a single platform to retailers to help them bank seamlessly and continue serving their customers uninterruptedly. Know more here. #BusinessWithCare https://t.co/XnG9lEpfwg
2021-06-15 14:03:56,1404801851674054665,"Experience a range of services right from transferring funds to investing, all from the comfort of your home with #iMobilePayByICICIBank. Watch the video to learn how to activate the app.
#BankFromHome #StaySafeBankSafe https://t.co/XtiPpMXV10"
2021-06-15 07:20:00,1404700199679782914,"Transfer funds instantly with #PooreIndiaKaPaymentApp – iMobile Pay. Use features like 

🔶Scan to Pay 📱
🔶Pay to contacts 📘

to seamlessly transfer funds with ease. 

Download now: https://t.co/8oiFFXOgD6

#BankFromHome #StaySafeBankSafe https://t.co/EVoMdV2NPJ"
2021-06-15 07:00:20,1404695250614951937,"#ICICIBank #iMobilePay is the one-stop solution for all your banking needs. From fund transfer to bill payments, this comprehensive app is truly #PooreIndiaKaPaymentApp. 

Download today: https://t.co/8oiFFXOgD6  

#BankFromHome #StaySafeBankSafe https://t.co/u3qDyVpXks"
2021-06-15 06:45:32,1404691527171928069,"Never share your confidential information with anyone, even if they claim to be from your bank. Never click on links sent by unknown senders or share your login ID or password on such links. Stay safe &amp; practice #SafeBanking. More details here: https://t.co/AI9mfDyiRi https://t.co/0sAG0vorZ0"
2021-06-15 05:07:11,1404666776600805378,Thank you @cmohry sir. #ICICIBank stands hand in hand with the citizens and is committed to assist the authorities in the battle against the pandemic. https://t.co/uQzOcxGcXx
2021-06-15 04:18:13,1404654452309585932,@cmohry @ICICIFoundation Thank you @cmohry sir. #ICICIBank stands hand in hand with the citizens and is committed to assist the authorities in the battle against the pandemic
2021-06-14 16:30:00,1404476226073358337,Always use a 'SECURED' Wi-Fi connection for using digital channels of banking or for making online transactions. Practice #SafeBanking! https://t.co/2VLTdcaisI
2021-06-14 14:30:01,1404446028158279680,"The clock is ticking! June 15, 2021 is the last day to pay your advance tax. Use #ICICIBank #iMobilePay or internet banking to seamlessly pay your taxes from the comfort of home and avoid interest. Know more here: https://t.co/mYlI9qpVPH https://t.co/SpHIcPDD5d"
2021-06-14 14:30:00,1404446026241564674,"Stay alert and practice safe banking. Always contact your mobile network provider immediately in case you notice an unusually long absence of network, alerts, or calls.

Learn more here: https://t.co/DcftA5nn31  
 
#SIMSwapFraud #iPledgeSafeBanking https://t.co/AKmFBIGhBi"
2021-06-14 11:30:00,1404400726776815623,"Whether you want to open a new account or apply for a credit card, #ICICIBank video KYC facility enables new customers of the banks to complete their verification process in a fully digital and paperless manner. Read more. #StaySafeBankSafe
https://t.co/91Kmr7h7uH"
2021-06-14 05:30:00,1404310130372485123,"#ICICIBank internet banking is the safe, reliable and convenient banking solution that enables users to access a multitude of services from the comfort and safety of their home. Watch the video to know more. #BankFromHome #StaySafeBankSafe https://t.co/WvI1aq3WR0"
2021-06-14 03:30:00,1404279930704310279,"With #ICICIOneForAll, you can now access all your #ICICIBank relationships under one roof with a single user ID. 

Click here to know how to link all your accounts to your existing user ID: https://t.co/bpkyfh85Xk 

#StaySafeBankSafe #BankFromHome https://t.co/GFLHkRRY5Q"
2021-06-13 14:30:00,1404083637302140931,"Stay vigilant and take the necessary steps by reporting this instance to your mobile network provider and by keeping a track of your network status.
 
Learn more here: https://t.co/DcftA5EXUz 
 
#SafeBanking #SIMSwapFraud #iPledgeSafeBanking https://t.co/zYxE3IbPkG"
2021-06-13 11:30:00,1404038338110115846,"New customers of #ICICIBank can now complete their KYC verification process for opening a savings account, credit application and more through the video KYC facility from the comfort of their home. Read more here. #StaySafeBankSafe
https://t.co/4JuyXpQ9Uj"
2021-06-13 05:30:00,1403947741110095872,"#ICICIBank #InstaBIZ app helps you raise a demand draft request seamlessly in just a few clicks. Watch the video to know more. #StaySafeBankSafe #BankFromHome
https://t.co/Yy2Dm3S81l"
2021-06-13 04:30:00,1403932643402534912,#ICICIBank internet banking enables customers to transfer funds in a jiffy from the comfort and safety of their home. Watch this video to know more. #BankFromHome #StaySafeBankSafe https://t.co/9F38ErfwB1
2021-06-13 03:30:00,1403917542045798405,"Bank from the comfort and safety of your home with your #BFHBuddies by your side. 

iMobile Pay: https://t.co/8oiFFXOgD6
  
InstaBIZ App: https://t.co/ivrdUQZClw
  
Internet Banking: https://t.co/PwNRGaNWAY
  
#StaySafeBankSafe https://t.co/UGdNzBCHy0"
